I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.071,,,,,0.054,0.057,-0.012,,,
,-0.069,,,,,0.055,0.061,-0.008,,,
,-0.069,,,,,0.054,0.064,-0.004,,,
,-0.065,,,,,0.055,0.064,0.0,,,
,-0.064,,,,,0.054,0.067,0.002,,,
,-0.063,,,,,0.055,0.072,0.007,,,
,-0.059,,,,,0.054,0.075,0.01,,,
,-0.059,,,,,0.055,0.079,0.014,,,
,-0.06,,,,,0.054,0.079,0.014,,,
,-0.059,,,,,0.055,0.082,0.017,,,
,-0.06,,,,,0.054,0.086,0.021,,,
,-0.059,,,,,0.055,0.09,0.025,,,
,-0.055,,,,,0.055,0.094,0.029,,,
,-0.054,,,,,0.058,0.094,0.033,,,
,-0.055,,,,,0.061,0.096,0.036,,,
,-0.054,,,,,0.066,0.099,0.041,,,
,-0.055,,,,,0.069,0.1,0.044,,,
,-0.054,,,,,0.071,0.11,0.048,,,
,-0.055,,,,,0.066,0.119,0.049,,,
,-0.053,,,,,0.064,0.12,0.051,,,
,-0.05,,,,,0.064,0.119,0.054,,,
,-0.05,,,,,0.065,0.119,0.055,,,
,-0.049,,,,,0.064,0.123,0.058,,,
,-0.05,,,,,0.065,0.125,0.06,,,
,-0.05,,,,,0.064,0.124,0.06,,,
,-0.049,,,,,0.06,0.125,0.059,,,
,-0.045,,,,,0.06,0.129,0.059,,,
,-0.044,,,,,0.059,0.132,0.064,,,
,-0.045,,,,,0.06,0.138,0.073,,,
,-0.044,,,,,0.059,0.145,0.081,,,
,-0.045,,,,,0.06,0.149,0.089,,,
,-0.044,,,,,0.06,0.153,0.094,,,
,-0.045,,,,,0.057,0.154,0.092,,,
,-0.043,,,,,0.054,0.156,0.088,,,
,-0.039,,,,,0.054,0.16,0.09,,,
,-0.039,,,,,0.055,0.159,0.089,,,
,-0.037,,,,,0.055,0.162,0.087,,,
,-0.034,,,,,0.054,0.166,0.096,,,
,-0.034,,,,,0.054,0.17,0.112,,,
,-0.035,,,,,0.05,0.174,0.115,,,
,-0.031,,,,,0.049,0.177,0.112,,,
,-0.029,,,,,0.049,0.189,0.124,,,
,-0.028,,,,,0.05,0.202,0.138,,,
,-0.024,,,,,0.049,0.205,0.14,,,
,-0.024,,,,,0.05,0.204,0.144,,,
,-0.025,,,,,0.047,0.208,0.148,,,
,-0.022,,,,,0.058,0.209,0.149,,,
,-0.018,,,,,0.07,0.211,0.151,,,
,-0.015,,,,,0.065,0.214,0.154,,,
,-0.01,,,,,0.064,0.218,0.158,,,
,-0.009,,,,,0.062,0.225,0.165,,,
,-0.009,,,,,0.058,0.231,0.171,,,
,-0.004,,,,,0.06,0.235,0.175,,,
,0.0,,,,,0.06,0.244,0.184,,,
,0.0,,,,,0.056,0.246,0.189,,,
,0.001,,,,,0.054,0.259,0.19,,,
,0.006,,,,,0.055,0.27,0.189,,,
,0.009,,,,,0.054,0.265,0.19,,,
,0.01,,,,,0.051,0.263,0.2,,,
,0.012,,,,,0.049,0.272,0.217,,,
,0.016,,,,,0.05,0.284,0.228,,,
,0.02,,,,,0.049,0.29,0.229,,,
,0.024,,,,,0.045,0.303,0.234,,,
,0.025,,,,,0.045,0.323,0.252,,,
,0.027,,,,,0.042,0.333,0.263,,,
,0.031,,,,,0.039,0.335,0.266,,,
,0.034,,,,,0.04,0.339,0.275,,,
,0.034,,,,,0.04,0.339,0.278,,,
,0.036,,,,,0.037,0.348,0.288,,,
,0.042,,,,,0.034,0.358,0.298,,,
,0.045,,,,,0.035,0.367,0.307,,,
,0.045,,,,,0.035,0.383,0.318,,,
,0.048,,,,,0.031,0.395,0.326,,,
,0.049,,,,,0.03,0.407,0.339,,,
,0.051,,,,,0.029,0.417,0.354,,,
,0.054,,,,,0.03,0.426,0.36,,,
,0.053,,,,,0.038,0.445,0.362,,,
,0.069,,,,,0.044,0.464,0.383,,,
,0.086,,,,,0.043,0.472,0.4,,,
,0.09,,,,,0.039,0.476,0.408,,,
,0.094,,,,,0.035,0.489,0.429,,,
,0.098,,,,,0.035,0.501,0.442,,,
,0.102,,,,,0.032,0.515,0.45,,,
,0.106,,,,,0.03,0.529,0.458,,,
,0.109,,,,,0.03,0.542,0.471,,,
,0.11,,,,,0.026,0.557,0.487,,,
,0.111,,,,,0.02,0.573,0.499,,,
,0.123,,,,,0.019,0.589,0.513,,,
,0.137,,,,,0.018,0.603,0.529,,,
,0.14,,,,,0.015,0.609,0.544,,,
,0.139,,,,,0.015,0.618,0.558,,,
,0.145,,,,,0.012,0.621,0.56,,,
,0.152,,,,,0.007,0.632,0.575,,,
,0.154,,,,,0.004,0.653,0.603,,,
,0.154,,,,,0.0,0.668,0.614,,,
,0.167,,,,,0.0,0.674,0.621,,,
,0.181,,,,,-0.001,0.677,0.627,,,
,0.185,,,,,-0.007,0.68,0.63,,,
,0.19,,,,,-0.01,0.685,0.635,,,
,0.193,,,,,-0.009,0.697,0.646,,,
,0.201,,,,,-0.012,0.704,0.66,,,
,0.207,,,,,-0.016,0.704,0.667,,,
,0.21,,,,,-0.02,0.706,0.671,,,
,0.214,,,,,-0.019,0.719,0.683,,,
,0.217,,,,,-0.02,0.726,0.704,,,
,0.23,,,,,-0.017,0.741,0.715,,,
,0.241,,,,,-0.026,0.75,0.715,,,
,0.233,,,,,-0.045,0.744,0.72,,,
,0.233,,,,,-0.041,0.739,0.728,,,
,0.244,,,,,-0.039,0.737,0.734,,,
,0.249,,,,,-0.039,0.732,0.732,,,
,0.244,,,,,-0.04,0.729,0.729,,,
,0.245,,,,,-0.039,0.729,0.73,,,
,0.24,,,,,-0.04,0.726,0.729,,,
,0.24,,,,,-0.039,0.722,0.73,,,
,0.238,,,,,-0.04,0.718,0.729,,,
,0.234,,,,,-0.039,0.714,0.73,,,
,0.235,,,,,-0.035,0.709,0.73,,,
,0.236,,,,,-0.035,0.712,0.721,,,
,0.232,,,,,-0.034,0.702,0.707,,,
,0.23,,,,,-0.035,0.685,0.697,,,
,0.23,,,,,-0.035,0.674,0.69,,,
,0.226,,,,,-0.034,0.659,0.678,,,
,0.225,,,,,-0.035,0.646,0.665,,,
,0.223,,,,,-0.034,0.634,0.656,,,
,0.219,,,,,-0.034,0.623,0.648,,,
,0.219,,,,,-0.03,0.612,0.632,,,
,0.221,,,,,-0.029,0.589,0.616,,,
,0.216,,,,,-0.03,0.567,0.598,,,
,0.207,,,,,-0.029,0.548,0.579,,,
,0.199,,,,,-0.03,0.529,0.559,,,
,0.192,,,,,-0.029,0.509,0.531,,,
,0.183,,,,,-0.03,0.487,0.505,,,
,0.175,,,,,-0.029,0.463,0.483,,,
,0.168,,,,,-0.03,0.439,0.46,,,
,0.165,,,,,-0.029,0.412,0.436,,,
,0.154,,,,,-0.026,0.388,0.41,,,
,0.144,,,,,-0.021,0.364,0.383,,,
,0.137,,,,,-0.019,0.343,0.363,,,
,0.129,,,,,-0.019,0.322,0.349,,,
,0.121,,,,,-0.015,0.299,0.338,,,
,0.113,,,,,-0.015,0.279,0.315,,,
,0.106,,,,,-0.013,0.258,0.284,,,
,0.097,,,,,-0.008,0.233,0.259,,,
,0.085,,,,,-0.005,0.211,0.24,,,
,0.073,,,,,-0.005,0.194,0.221,,,
,0.061,,,,,-0.002,0.179,0.202,,,
,0.05,,,,,0.0,0.163,0.19,,,
,0.039,,,,,0.0,0.149,0.177,,,
,0.031,,,,,0.004,0.136,0.162,,,
,0.023,,,,,0.005,0.122,0.15,,,
,0.017,,,,,0.004,0.108,0.136,,,
,0.013,,,,,0.005,0.096,0.12,,,
,0.004,,,,,0.01,0.085,0.105,,,
,-0.003,,,,,0.01,0.077,0.089,,,
,-0.007,,,,,0.008,0.066,0.073,,,
,-0.011,,,,,0.011,0.056,0.059,,,
,-0.015,,,,,0.015,0.048,0.048,,,
,-0.019,,,,,0.014,0.036,0.041,,,
,-0.023,,,,,0.014,0.027,0.034,,,
,-0.027,,,,,0.017,0.022,0.022,,,
,-0.029,,,,,0.02,0.018,0.012,,,
,-0.03,,,,,0.019,0.014,0.004,,,
,-0.034,,,,,0.02,0.01,-0.003,,,
,-0.037,,,,,0.022,0.006,-0.008,,,
,-0.041,,,,,0.025,0.004,-0.01,,,
,-0.045,,,,,0.025,0.004,-0.01,,,
,-0.049,,,,,0.024,0.0,-0.014,,,
,-0.051,,,,,0.028,-0.003,-0.015,,,
,-0.047,,,,,0.031,-0.007,-0.017,,,
,-0.056,,,,,0.029,-0.011,-0.02,,,
,-0.075,,,,,0.03,-0.015,-0.02,,,
,-0.071,,,,,0.034,-0.015,-0.024,,,
,-0.069,,,,,0.035,-0.011,-0.025,,,
,-0.07,,,,,0.034,-0.01,-0.026,,,
,-0.069,,,,,0.035,-0.009,-0.029,,,
,-0.069,,,,,0.035,-0.01,-0.029,,,
,-0.065,,,,,0.038,-0.009,-0.032,,,
,-0.064,,,,,0.04,-0.01,-0.039,,,
,-0.065,,,,,0.039,-0.008,-0.038,,,
,-0.064,,,,,0.04,-0.004,-0.034,,,
,-0.065,,,,,0.039,-0.004,-0.034,,,
,-0.061,,,,,0.04,-0.005,-0.035,,,
,-0.059,,,,,0.039,-0.004,-0.035,,,
,-0.06,,,,,0.04,-0.005,-0.033,,,
,-0.059,,,,,0.039,-0.004,-0.029,,,
,-0.059,,,,,0.04,-0.005,-0.029,,,
,-0.06,,,,,0.039,-0.001,-0.03,,,
,-0.058,,,,,0.04,0.0,-0.029,,,
,-0.054,,,,,0.039,0.0,-0.029,,,
,-0.055,,,,,0.04,0.0,-0.025,,,
,-0.054,,,,,0.039,0.0,-0.024,,,
,-0.055,,,,,0.04,0.0,-0.025,,,
,-0.053,,,,,0.039,0.001,-0.024,,,
,-0.05,,,,,0.04,0.004,-0.025,,,
,-0.05,,,,,0.039,0.004,-0.025,,,
,-0.049,,,,,0.04,0.005,-0.021,,,
,-0.049,,,,,0.039,0.005,-0.019,,,
,-0.05,,,,,0.04,0.004,-0.019,,,
,-0.049,,,,,0.039,0.005,-0.02,,,
,-0.046,,,,,0.04,0.005,-0.02,,,
,-0.043,,,,,0.039,0.002,-0.017,,,
,-0.045,,,,,0.04,0.0,-0.014,,,
,-0.044,,,,,0.039,0.0,-0.015,,,
,-0.045,,,,,0.04,0.0,-0.014,,,
,-0.045,,,,,0.039,0.0,-0.015,,,
,-0.042,,,,,0.04,0.0,-0.014,,,
,-0.04,,,,,0.04,0.0,-0.015,,,
,-0.039,,,,,0.039,0.0,-0.019,,,
,-0.04,,,,,0.04,0.0,-0.02,,,
,-0.039,,,,,0.039,-0.002,-0.019,,,
,-0.04,,,,,0.04,-0.005,-0.02,,,
,-0.039,,,,,0.039,-0.005,-0.019,,,
,-0.04,,,,,0.04,-0.004,-0.019,,,
,-0.036,,,,,0.039,-0.004,-0.02,,,
,-0.034,,,,,0.04,-0.005,-0.019,,,
,-0.035,,,,,0.039,-0.004,-0.02,,,
,-0.034,,,,,0.04,-0.005,-0.024,,,
,-0.035,,,,,0.039,-0.004,-0.025,,,
,-0.035,,,,,0.04,-0.007,-0.025,,,
,-0.033,,,,,0.039,-0.01,-0.024,,,
,-0.029,,,,,0.04,-0.009,-0.025,,,
,-0.029,,,,,0.039,-0.01,-0.024,,,
,-0.03,,,,,0.04,-0.009,-0.025,,,
,-0.03,,,,,0.039,-0.01,-0.024,,,
,-0.029,,,,,0.04,-0.01,-0.026,,,
,-0.03,,,,,0.039,-0.009,-0.03,,,
,-0.029,,,,,0.04,-0.01,-0.03,,,
,-0.033,,,,,0.036,-0.009,-0.029,,,
,-0.035,,,,,0.034,-0.011,-0.03,,,
,-0.034,,,,,0.035,-0.015,-0.029,,,
,-0.035,,,,,0.035,-0.014,-0.03,,,
,-0.034,,,,,0.034,-0.015,-0.029,,,
,-0.034,,,,,0.035,-0.014,-0.03,,,
,-0.035,,,,,0.033,-0.015,-0.03,,,
,-0.034,,,,,0.03,-0.015,-0.029,,,
,-0.034,,,,,0.03,-0.019,-0.025,,,
,-0.038,,,,,0.029,-0.02,-0.024,,,
,-0.04,,,,,0.03,-0.019,-0.025,,,
,-0.039,,,,,0.029,-0.019,-0.024,,,
,-0.04,,,,,0.03,-0.02,-0.024,,,
,-0.039,,,,,0.03,-0.02,-0.025,,,
,-0.04,,,,,0.027,-0.017,-0.024,,,
,-0.039,,,,,0.024,-0.014,-0.026,,,
,-0.04,,,,,0.025,-0.014,-0.03,,,
,-0.039,,,,,0.025,-0.015,-0.034,,,
,-0.04,,,,,0.024,-0.015,-0.041,,,
,-0.039,,,,,0.025,-0.016,-0.047,,,
,-0.04,,,,,0.023,-0.013,-0.051,,,
,-0.039,,,,,0.02,-0.014,-0.055,,,
,-0.039,,,,,0.019,-0.034,-0.055,,,
,-0.04,,,,,0.02,-0.044,-0.053,,,
,-0.039,,,,,0.019,-0.044,-0.056,,,
,-0.04,,,,,0.02,-0.045,-0.059,,,
,-0.039,,,,,0.019,-0.044,-0.06,,,
,-0.04,,,,,0.02,-0.045,-0.059,,,
,-0.039,,,,,0.019,-0.044,-0.062,,,
,-0.04,,,,,0.02,-0.045,-0.065,,,
,-0.04,,,,,0.019,-0.045,-0.065,,,
,-0.044,,,,,0.02,-0.049,-0.064,,,
,-0.045,,,,,0.019,-0.05,-0.065,,,
,-0.046,,,,,0.02,-0.049,-0.064,,,
,-0.05,,,,,0.019,-0.05,-0.065,,,
,-0.05,,,,,0.02,-0.049,-0.064,,,
,-0.049,,,,,0.019,-0.05,-0.065,,,
,-0.05,,,,,0.02,-0.049,-0.064,,,
,-0.049,,,,,0.019,-0.051,-0.065,,,
,-0.05,,,,,0.02,-0.055,-0.064,,,
,-0.05,,,,,0.019,-0.055,-0.065,,,
,-0.053,,,,,0.02,-0.054,-0.064,,,
,-0.055,,,,,0.019,-0.055,-0.065,,,
,-0.054,,,,,0.02,-0.055,-0.064,,,
,-0.055,,,,,0.019,-0.054,-0.065,,,
,-0.054,,,,,0.02,-0.055,-0.064,,,
,-0.055,,,,,0.019,-0.052,-0.065,,,
,-0.054,,,,,0.02,-0.049,-0.064,,,
,-0.055,,,,,0.019,-0.05,-0.065,,,
,-0.054,,,,,0.02,-0.049,-0.064,,,
,-0.055,,,,,0.019,-0.05,-0.065,,,
,-0.054,,,,,0.02,-0.049,-0.064,,,
,-0.055,,,,,0.019,-0.05,-0.064,,,
,-0.054,,,,,0.02,-0.049,-0.065,,,
,-0.055,,,,,0.019,-0.05,-0.064,,,
,-0.054,,,,,0.02,-0.049,-0.065,,,
,-0.055,,,,,0.018,-0.05,-0.064,,,
,-0.054,,,,,0.014,-0.049,-0.065,,,
,-0.055,,,,,0.015,-0.05,-0.064,,,
,-0.054,,,,,0.014,-0.049,-0.065,,,
,-0.054,,,,,0.015,-0.05,-0.065,,,
,-0.055,,,,,0.014,-0.049,-0.066,,,
,-0.054,,,,,0.015,-0.05,-0.07,,,
,-0.055,,,,,0.014,-0.049,-0.074,,,
,-0.055,,,,,0.014,-0.049,-0.075,,,
,-0.054,,,,,0.015,-0.05,-0.074,,,
,-0.055,,,,,0.014,-0.049,-0.075,,,
,-0.054,,,,,0.015,-0.05,-0.079,,,
,-0.055,,,,,0.014,-0.049,-0.08,,,
,-0.054,,,,,0.016,-0.05,-0.078,,,
,-0.055,,,,,0.013,-0.049,-0.081,,,
,-0.054,,,,,0.01,-0.05,-0.084,,,
,-0.055,,,,,0.009,-0.049,-0.085,,,
,-0.052,,,,,0.01,-0.05,-0.084,,,
,-0.063,,,,,0.009,-0.049,-0.085,,,
,-0.075,,,,,0.01,-0.05,-0.084,,,
,-0.07,,,,,0.009,-0.049,-0.08,,,
,-0.069,,,,,0.01,-0.05,-0.079,,,
,-0.07,,,,,0.009,-0.047,-0.08,,,
,-0.069,,,,,0.01,-0.056,-0.079,,,
,-0.07,,,,,0.009,-0.07,-0.079,,,
,-0.07,,,,,0.01,-0.065,-0.08,,,
,-0.069,,,,,0.009,-0.064,-0.079,,,
,-0.07,,,,,0.009,-0.065,-0.08,,,
,-0.069,,,,,0.011,-0.064,-0.079,,,
,-0.07,,,,,0.014,-0.065,-0.08,,,
,-0.069,,,,,0.014,-0.064,-0.079,,,
,-0.07,,,,,0.018,-0.065,-0.08,,,
,-0.07,,,,,0.02,-0.064,-0.079,,,
,-0.069,,,,,0.02,-0.065,-0.08,,,
,-0.065,,,,,0.024,-0.064,-0.079,,,
,-0.064,,,,,0.025,-0.065,-0.08,,,
,-0.065,,,,,0.022,-0.064,-0.079,,,
,-0.064,,,,,0.019,-0.065,-0.08,,,
,-0.064,,,,,0.02,-0.064,-0.079,,,
,-0.065,,,,,0.019,-0.06,-0.08,,,
,-0.064,,,,,0.02,-0.059,-0.079,,,
,-0.065,,,,,0.019,-0.06,-0.08,,,
,-0.064,,,,,0.02,-0.059,-0.079,,,
,-0.065,,,,,0.019,-0.06,-0.08,,,
,-0.064,,,,,0.02,-0.059,-0.079,,,
,-0.065,,,,,0.019,-0.06,-0.08,,,
,-0.064,,,,,0.02,-0.059,-0.079,,,
,-0.065,,,,,0.019,-0.06,-0.08,,,
,-0.069,,,,,0.02,-0.059,-0.079,,,
,-0.074,,,,,0.02,-0.06,-0.08,,,
,-0.072,,,,,0.017,-0.059,-0.079,,,
,-0.069,,,,,0.015,-0.059,-0.079,,,
,-0.069,,,,,0.014,-0.06,-0.08,,,
,-0.07,,,,,0.015,-0.059,-0.079,,,
,-0.069,,,,,0.014,-0.06,-0.08,,,
,-0.07,,,,,0.015,-0.059,-0.079,,,
,-0.069,,,,,0.014,-0.06,-0.08,,,
,-0.07,,,,,0.014,-0.059,-0.079,,,
,-0.069,,,,,0.015,-0.06,-0.08,,,
,-0.069,,,,,0.014,-0.059,-0.079,,,
,-0.07,,,,,0.015,-0.06,-0.08,,,
,-0.069,,,,,0.014,-0.059,-0.079,,,
,-0.069,,,,,0.015,-0.06,-0.08,,,
,-0.07,,,,,0.014,-0.059,-0.079,,,
,-0.068,,,,,0.015,-0.06,-0.08,,,
,-0.064,,,,,0.014,-0.059,-0.079,,,
,-0.064,,,,,0.015,-0.06,-0.08,,,
,-0.065,,,,,0.014,-0.059,-0.079,,,
,-0.064,,,,,0.015,-0.06,-0.08,,,
,-0.064,,,,,0.014,-0.059,-0.079,,,
,-0.065,,,,,0.015,-0.06,-0.08,,,
,-0.064,,,,,0.014,-0.059,-0.079,,,
,-0.065,,,,,0.015,-0.06,-0.08,,,
,-0.064,,,,,0.014,-0.059,-0.079,,,
,-0.065,,,,,0.015,-0.06,-0.08,,,
,-0.064,,,,,0.014,-0.059,-0.08,,,
,-0.065,,,,,0.015,-0.06,-0.082,,,
,-0.062,,,,,0.014,-0.059,-0.088,,,
,-0.069,,,,,0.015,-0.06,-0.09,,,
,-0.08,,,,,0.014,-0.059,-0.089,,,
,-0.075,,,,,0.015,-0.06,-0.09,,,
,-0.074,,,,,0.014,-0.059,-0.089,,,
,-0.075,,,,,0.015,-0.06,-0.09,,,
,-0.075,,,,,0.014,-0.059,-0.089,,,
,-0.074,,,,,0.015,-0.06,-0.09,,,
,-0.075,,,,,0.014,-0.059,-0.089,,,
,-0.074,,,,,0.015,-0.06,-0.09,,,
,-0.075,,,,,0.014,-0.059,-0.089,,,
,-0.074,,,,,0.015,-0.06,-0.09,,,
,-0.075,,,,,0.014,-0.059,-0.089,,,
,-0.074,,,,,0.015,-0.06,-0.09,,,
,-0.075,,,,,0.014,-0.059,-0.089,,,
,-0.074,,,,,0.016,-0.06,-0.09,,,
,-0.075,,,,,0.02,-0.059,-0.089,,,
,-0.075,,,,,0.019,-0.059,-0.089,,,
,-0.074,,,,,0.022,-0.06,-0.09,,,
,-0.075,,,,,0.025,-0.059,-0.089,,,
,-0.074,,,,,0.025,-0.06,-0.09,,,
,-0.074,,,,,0.029,-0.059,-0.089,,,
,-0.075,,,,,0.031,-0.06,-0.09,,,
,-0.074,,,,,0.027,-0.059,-0.089,,,
,-0.075,,,,,0.024,-0.06,-0.09,,,
,-0.074,,,,,0.024,-0.059,-0.089,,,
,-0.075,,,,,0.025,-0.06,-0.09,,,
,-0.074,,,,,0.024,-0.059,-0.089,,,
,-0.075,,,,,0.025,-0.06,-0.09,,,
,-0.074,,,,,0.024,-0.059,-0.089,,,
,-0.074,,,,,0.02,-0.06,-0.085,,,
,-0.071,,,,,0.019,-0.059,-0.084,,,
,-0.069,,,,,0.02,-0.062,-0.085,,,
,-0.07,,,,,0.019,-0.065,-0.085,,,
,-0.069,,,,,0.02,-0.064,-0.084,,,
,-0.07,,,,,0.019,-0.065,-0.085,,,
,-0.07,,,,,0.02,-0.064,-0.084,,,
,-0.069,,,,,0.018,-0.065,-0.085,,,
,-0.07,,,,,0.014,-0.064,-0.084,,,
,-0.07,,,,,0.015,-0.065,-0.085,,,
,-0.066,,,,,0.014,-0.064,-0.084,,,
,-0.064,,,,,0.015,-0.065,-0.085,,,
,-0.065,,,,,0.014,-0.064,-0.085,,,
,-0.064,,,,,0.014,-0.065,-0.084,,,
,-0.065,,,,,0.01,-0.064,-0.08,,,
,-0.064,,,,,0.009,-0.065,-0.079,,,
,-0.065,,,,,0.01,-0.065,-0.08,,,
,-0.064,,,,,0.01,-0.064,-0.079,,,
,-0.065,,,,,0.009,-0.065,-0.08,,,
,-0.064,,,,,0.01,-0.064,-0.08,,,
,-0.064,,,,,0.009,-0.065,-0.079,,,
,-0.068,,,,,0.011,-0.064,-0.08,,,
,-0.083,,,,,0.015,-0.065,-0.079,,,
,-0.099,,,,,0.015,-0.064,-0.08,,,
,-0.097,,,,,0.018,-0.065,-0.079,,,
,-0.094,,,,,0.021,-0.064,-0.08,,,
,-0.095,,,,,0.019,-0.065,-0.079,,,
,-0.095,,,,,0.02,-0.064,-0.08,,,
,-0.094,,,,,0.024,-0.065,-0.084,,,
,-0.092,,,,,0.025,-0.066,-0.085,,,
,-0.089,,,,,0.026,-0.063,-0.084,,,
,-0.089,,,,,0.03,-0.06,-0.085,,,
,-0.09,,,,,0.03,-0.059,-0.084,,,
,-0.089,,,,,0.028,-0.06,-0.085,,,
,-0.091,,,,,0.032,-0.059,-0.084,,,
,-0.088,,,,,0.035,-0.06,-0.085,,,
,-0.085,,,,,0.035,-0.059,-0.084,,,
,-0.084,,,,,0.039,-0.06,-0.085,,,
,-0.085,,,,,0.04,-0.059,-0.084,,,
,-0.085,,,,,0.039,-0.06,-0.085,,,
,-0.084,,,,,0.04,-0.059,-0.084,,,
,-0.084,,,,,0.039,-0.06,-0.085,,,
,-0.081,,,,,0.039,-0.059,-0.084,,,
,-0.079,,,,,0.04,-0.06,-0.085,,,
,-0.08,,,,,0.039,-0.059,-0.084,,,
,-0.079,,,,,0.04,-0.06,-0.085,,,
,-0.08,,,,,0.044,-0.059,-0.084,,,
,-0.079,,,,,0.045,-0.06,-0.085,,,
,-0.079,,,,,0.045,-0.059,-0.084,,,
,-0.08,,,,,0.044,-0.06,-0.085,,,
,-0.08,,,,,0.045,-0.059,-0.084,,,
,-0.075,,,,,0.044,-0.06,-0.084,,,
,-0.074,,,,,0.045,-0.059,-0.085,,,
,-0.074,,,,,0.044,-0.06,-0.084,,,
,-0.075,,,,,0.045,-0.059,-0.085,,,
,-0.074,,,,,0.049,-0.06,-0.085,,,
,-0.075,,,,,0.051,-0.059,-0.081,,,
,-0.074,,,,,0.049,-0.06,-0.079,,,
,-0.075,,,,,0.051,-0.058,-0.079,,,
,-0.074,,,,,0.055,-0.055,-0.08,,,
,-0.07,,,,,0.055,-0.055,-0.079,,,
,-0.068,,,,,0.052,-0.054,-0.08,,,
,-0.07,,,,,0.062,-0.055,-0.078,,,
,-0.069,,,,,0.076,-0.054,-0.074,,,
,-0.07,,,,,0.07,-0.055,-0.075,,,
,-0.069,,,,,0.069,-0.054,-0.074,,,
,-0.07,,,,,0.069,-0.054,-0.075,,,
,-0.069,,,,,0.07,-0.055,-0.074,,,
,-0.07,,,,,0.069,-0.054,-0.075,,,
,-0.069,,,,,0.07,-0.055,-0.074,,,
,-0.07,,,,,0.069,-0.054,-0.071,,,
,-0.069,,,,,0.07,-0.055,-0.068,,,
,-0.069,,,,,0.069,-0.054,-0.069,,,
,-0.07,,,,,0.065,-0.05,-0.07,,,
,-0.069,,,,,0.064,-0.049,-0.069,,,
,-0.07,,,,,0.065,-0.05,-0.071,,,
,-0.069,,,,,0.065,-0.049,-0.068,,,
,-0.07,,,,,0.064,-0.05,-0.065,,,
,-0.069,,,,,0.065,-0.049,-0.064,,,
,-0.07,,,,,0.064,-0.05,-0.065,,,
,-0.069,,,,,0.066,-0.049,-0.064,,,
,-0.07,,,,,0.063,-0.05,-0.065,,,
,-0.069,,,,,0.06,-0.05,-0.064,,,
,-0.07,,,,,0.059,-0.049,-0.065,,,
,-0.069,,,,,0.06,-0.05,-0.066,,,
,-0.07,,,,,0.059,-0.049,-0.075,,,
,-0.069,,,,,0.06,-0.05,-0.085,,,
,-0.07,,,,,0.059,-0.054,-0.089,,,
,-0.069,,,,,0.06,-0.055,-0.09,,,
,-0.07,,,,,0.059,-0.055,-0.089,,,
,-0.069,,,,,0.06,-0.054,-0.09,,,
,-0.07,,,,,0.059,-0.055,-0.089,,,
,-0.069,,,,,0.06,-0.054,-0.09,,,
,-0.07,,,,,0.059,-0.055,-0.089,,,
,-0.069,,,,,0.06,-0.054,-0.09,,,
,-0.07,,,,,0.059,-0.055,-0.089,,,
,-0.069,,,,,0.06,-0.054,-0.089,,,
,-0.07,,,,,0.059,-0.055,-0.09,,,
,-0.067,,,,,0.06,-0.054,-0.089,,,
,-0.064,,,,,0.059,-0.055,-0.09,,,
,-0.065,,,,,0.06,-0.054,-0.089,,,
,-0.064,,,,,0.059,-0.055,-0.09,,,
,-0.064,,,,,0.06,-0.054,-0.089,,,
,-0.065,,,,,0.059,-0.055,-0.09,,,
,-0.064,,,,,0.06,-0.055,-0.089,,,
,-0.065,,,,,0.059,-0.054,-0.09,,,
,-0.065,,,,,0.06,-0.055,-0.089,,,
,-0.062,,,,,0.059,-0.054,-0.09,,,
,-0.059,,,,,0.06,-0.055,-0.089,,,
,-0.06,,,,,0.059,-0.054,-0.09,,,
,-0.059,,,,,0.06,-0.055,-0.089,,,
,-0.06,,,,,0.059,-0.054,-0.09,,,
,-0.059,,,,,0.06,-0.055,-0.089,,,
,-0.06,,,,,0.059,-0.054,-0.09,,,
,-0.06,,,,,0.06,-0.055,-0.09,,,
,-0.06,,,,,0.06,-0.058,-0.086,,,
,-0.057,,,,,0.059,-0.06,-0.084,,,
,-0.054,,,,,0.06,-0.059,-0.085,,,
,-0.054,,,,,0.059,-0.06,-0.084,,,
,-0.055,,,,,0.06,-0.059,-0.085,,,
,-0.055,,,,,0.056,-0.06,-0.084,,,
,-0.054,,,,,0.054,-0.059,-0.085,,,
,-0.055,,,,,0.055,-0.06,-0.084,,,
,-0.054,,,,,0.054,-0.059,-0.085,,,
,-0.055,,,,,0.055,-0.06,-0.084,,,
,-0.053,,,,,0.054,-0.059,-0.085,,,
,-0.06,,,,,0.055,-0.06,-0.084,,,
,-0.071,,,,,0.054,-0.059,-0.085,,,
,-0.07,,,,,0.054,-0.06,-0.084,,,
,-0.069,,,,,0.051,-0.059,-0.085,,,
,-0.07,,,,,0.049,-0.06,-0.084,,,
,-0.069,,,,,0.05,-0.059,-0.085,,,
,-0.07,,,,,0.049,-0.06,-0.084,,,
,-0.069,,,,,0.05,-0.059,-0.085,,,
,-0.07,,,,,0.049,-0.06,-0.084,,,
,-0.069,,,,,0.049,-0.059,-0.085,,,
,-0.07,,,,,0.05,-0.06,-0.084,,,
,-0.069,,,,,0.05,-0.059,-0.085,,,
,-0.07,,,,,0.046,-0.06,-0.084,,,
,-0.069,,,,,0.045,-0.059,-0.085,,,
,-0.07,,,,,0.044,-0.06,-0.084,,,
